version,id,percent_of_occ_limit,type,factor
v2.0.101,2458,345.00,Contractors Pollution (Occ),16.92
v2.0.101,2459,345.00,Sexual Abuse & Misconduct,27.20
v2.0.101,2460,345.00,Billing Errors Coverage,11.20
v2.0.101,2461,345.00,Class Action Sublimit,0.00
v2.0.101,2462,345.00,Crisis Management,8.20
v2.0.101,2463,345.00,Defense Only TCPA,20.10
v2.0.101,2464,345.00,Defense Outside Limits,26.70
v2.0.101,2465,345.00,Evacuation Expenses,8.20
v2.0.101,2466,345.00,Faulty Workmanship,58.00
v2.0.101,2467,345.00,Games of Chance / Over-Redemptio,11.20
v2.0.101,2468,345.00,HIPAA Violations,4.50
v2.0.101,2469,345.00,Open House Claim Sublimit,14.10
v2.0.101,2470,345.00,Rectification Expenses,8.20
v2.0.101,2471,345.00,Protective Indemnity,2.20
v2.0.101,2472,345.00,Mold,8.22
v2.0.101,2473,345.00,Pollutants in Transit,2.23
v2.0.101,2474,345.00,Non-Owned Disposal Site,2.23
v2.0.101,2475,345.00,Bodily injury / property damage,35.07
v2.0.101,2476,345.00,Antitrust sublimit,4.46
v2.0.101,2477,345.00,Failure to disclose pollutants,4.46
v2.0.101,2478,345.00,FCRA defense only sublimit,20.08
v2.0.101,2479,345.00,Pollution liability,16.70
v2.0.101,2480,345.00,Technology Coverage Extensio,14.10
v2.0.101,2481,345.00,Bodily Inury (Emotional Distress),16.70
v2.0.101,2482,345.00,Network security & privacy,8.22
v2.0.101,2483,345.00,Defamation Exclusion and Sublimit,5.46
v2.0.101,2484,345.00,InvasionPrivacyExclusionSublimit,5.46
v2.0.101,2485,345.00,Media activities,15.27
v2.0.101,2486,350.00,Bodily Injury,33.68
v2.0.101,2487,350.00,Property Damage,13.47
v2.0.101,2488,350.00,Breach of Contract,13.47
v2.0.101,2489,350.00,Personal & Advertising Injury,26.94
v2.0.101,2490,350.00,Intellectual Property Infringement,13.47
v2.0.101,2491,350.00,Third Party Discriminatio,13.47
v2.0.101,2492,350.00,Contractors Pollution (Claims Made),14.20
v2.0.101,2493,350.00,Contractors Pollution (Occ),17.02
v2.0.101,2494,350.00,Sexual Abuse & Misconduct,27.30
v2.0.101,2495,350.00,Billing Errors Coverage,11.20
v2.0.101,2496,350.00,Class Action Sublimit,0.00
v2.0.101,2497,350.00,Crisis Management,8.30
v2.0.101,2498,350.00,Defense Only TCPA,20.20
v2.0.101,2499,350.00,Defense Outside Limits,26.90
v2.0.101,2500,350.00,Evacuation Expenses,8.30
v2.0.101,2501,350.00,Faulty Workmanship,58.40
v2.0.101,2502,350.00,Games of Chance / Over-Redemptio,11.20
v2.0.101,2503,350.00,HIPAA Violations,4.50
v2.0.101,2504,350.00,Open House Claim Sublimit,14.20
v2.0.101,2505,350.00,Rectification Expenses,8.30
v2.0.101,2506,350.00,Protective Indemnity,2.20
v2.0.101,2507,350.00,Mold,8.28
v2.0.101,2508,350.00,Pollutants in Transit,2.25
v2.0.101,2509,350.00,Non-Owned Disposal Site,2.25
v2.0.101,2510,350.00,Bodily injury / property damage,35.36
v2.0.101,2511,350.00,Antitrust sublimit,4.49
v2.0.101,2512,350.00,Failure to disclose pollutants,4.49
v2.0.101,2513,350.00,FCRA defense only sublimit,20.21
v2.0.101,2514,350.00,Pollution liability,16.84
v2.0.101,2515,350.00,Technology Coverage Extensio,14.19
v2.0.101,2516,350.00,Bodily Inury (Emotional Distress),16.84
v2.0.101,2517,350.00,Network security & privacy,8.28
v2.0.101,2518,350.00,Defamation Exclusion and Sublimit,5.58
v2.0.101,2519,350.00,InvasionPrivacyExclusionSublimit,5.58
v2.0.101,2520,350.00,Media activities,15.37
v2.0.101,2521,355.00,Bodily Injury,33.96
v2.0.101,2522,355.00,Property Damage,13.58
v2.0.101,2523,355.00,Breach of Contract,13.58
v2.0.101,2524,355.00,Personal & Advertising Injury,27.17
v2.0.101,2525,355.00,Intellectual Property Infringement,13.58
v2.0.101,2526,355.00,Third Party Discriminatio,13.58
v2.0.101,2527,355.00,Contractors Pollution (Claims Made),14.30
v2.0.101,2528,355.00,Contractors Pollution (Occ),17.13
v2.0.101,2529,355.00,Sexual Abuse & Misconduct,27.30
v2.0.101,2530,355.00,Billing Errors Coverage,11.30
v2.0.101,2531,355.00,Class Action Sublimit,0.00
v2.0.101,2532,355.00,Crisis Management,8.30
v2.0.101,2533,355.00,Defense Only TCPA,20.30
v2.0.101,2534,355.00,Defense Outside Limits,27.20
v2.0.101,2535,355.00,Evacuation Expenses,8.30
v2.0.101,2536,355.00,Faulty Workmanship,58.70
v2.0.101,2537,355.00,Games of Chance / Over-Redemptio,11.30
v2.0.101,2538,355.00,HIPAA Violations,4.50
v2.0.101,2539,355.00,Open House Claim Sublimit,14.30
v2.0.101,2540,355.00,Rectification Expenses,8.30
v2.0.101,2541,355.00,Protective Indemnity,2.30
v2.0.101,2542,355.00,Mold,8.33
v2.0.101,2543,355.00,Pollutants in Transit,2.26
v2.0.101,2544,355.00,Non-Owned Disposal Site,2.26
v2.0.101,2545,355.00,Bodily injury / property damage,35.66
v2.0.101,2546,355.00,Antitrust sublimit,4.52
v2.0.101,2547,355.00,Failure to disclose pollutants,4.52
v2.0.101,2548,355.00,FCRA defense only sublimit,20.34
v2.0.101,2549,355.00,Pollution liability,16.98
v2.0.101,2550,355.00,Technology Coverage Extensio,14.28
v2.0.101,2551,355.00,Bodily Inury (Emotional Distress),16.98
v2.0.101,2552,355.00,Network security & privacy,8.33
v2.0.101,2553,355.00,Defamation Exclusion and Sublimit,5.69
v2.0.101,2554,355.00,InvasionPrivacyExclusionSublimit,5.69
v2.0.101,2555,355.00,Media activities,15.47
v2.0.101,2556,360.00,Bodily Injury,34.24
v2.0.101,2557,360.00,Property Damage,13.70
v2.0.101,2558,360.00,Breach of Contract,13.70
v2.0.101,2559,360.00,Personal & Advertising Injury,27.39
v2.0.101,2560,360.00,Intellectual Property Infringement,13.70
v2.0.101,2561,360.00,Third Party Discriminatio,13.70
v2.0.101,2562,360.00,Contractors Pollution (Claims Made),14.40
v2.0.101,2563,360.00,Contractors Pollution (Occ),17.24
v2.0.101,2564,360.00,Sexual Abuse & Misconduct,27.40
v2.0.101,2565,360.00,Billing Errors Coverage,11.40
v2.0.101,2566,360.00,Class Action Sublimit,0.00
v2.0.101,2567,360.00,Crisis Management,8.40
v2.0.101,2568,360.00,Defense Only TCPA,20.50
v2.0.101,2569,360.00,Defense Outside Limits,27.40
v2.0.101,2570,360.00,Evacuation Expenses,8.40
v2.0.101,2571,360.00,Faulty Workmanship,59.10
v2.0.101,2572,360.00,Games of Chance / Over-Redemptio,11.40
v2.0.101,2573,360.00,HIPAA Violations,4.50
v2.0.101,2574,360.00,Open House Claim Sublimit,14.40
v2.0.101,2575,360.00,Rectification Expenses,8.40
v2.0.101,2576,360.00,Protective Indemnity,2.30
v2.0.101,2577,360.00,Mold,8.38
v2.0.101,2578,360.00,Pollutants in Transit,2.27
v2.0.101,2579,360.00,Non-Owned Disposal Site,2.27
v2.0.101,2580,360.00,Bodily injury / property damage,35.95
v2.0.101,2581,360.00,Antitrust sublimit,4.55
v2.0.101,2582,360.00,Failure to disclose pollutants,4.55
v2.0.101,2583,360.00,FCRA defense only sublimit,20.47
v2.0.101,2584,360.00,Pollution liability,17.12
v2.0.101,2585,360.00,Technology Coverage Extensio,14.37
v2.0.101,2586,360.00,Bodily Inury (Emotional Distress),17.12
v2.0.101,2587,360.00,Network security & privacy,8.38
v2.0.101,2588,360.00,Defamation Exclusion and Sublimit,5.80
v2.0.101,2589,360.00,InvasionPrivacyExclusionSublimit,5.80
v2.0.101,2590,360.00,Media activities,15.56
v2.0.101,2591,365.00,Bodily Injury,34.52
v2.0.101,2592,365.00,Property Damage,13.81
v2.0.101,2593,365.00,Breach of Contract,13.81
v2.0.101,2594,365.00,Personal & Advertising Injury,27.61
v2.0.101,2595,365.00,Intellectual Property Infringement,13.81
v2.0.101,2596,365.00,Third Party Discriminatio,13.81
v2.0.101,2597,365.00,Contractors Pollution (Claims Made),14.50
v2.0.101,2598,365.00,Contractors Pollution (Occ),17.35
v2.0.101,2599,365.00,Sexual Abuse & Misconduct,27.40
v2.0.101,2600,365.00,Billing Errors Coverage,11.40
v2.0.101,2601,365.00,Class Action Sublimit,0.00
v2.0.101,2602,365.00,Crisis Management,8.40
v2.0.101,2603,365.00,Defense Only TCPA,20.60
v2.0.101,2604,365.00,Defense Outside Limits,27.60
v2.0.101,2605,365.00,Evacuation Expenses,8.40
v2.0.101,2606,365.00,Faulty Workmanship,59.50
v2.0.101,2607,365.00,Games of Chance / Over-Redemptio,11.40
v2.0.101,2608,365.00,HIPAA Violations,4.60
v2.0.101,2609,365.00,Open House Claim Sublimit,14.50
v2.0.101,2610,365.00,Rectification Expenses,8.40
v2.0.101,2611,365.00,Protective Indemnity,2.30
v2.0.101,2612,365.00,Mold,8.43
v2.0.101,2613,365.00,Pollutants in Transit,2.29
v2.0.101,2614,365.00,Non-Owned Disposal Site,2.29
v2.0.101,2615,365.00,Bodily injury / property damage,36.24
v2.0.101,2616,365.00,Antitrust sublimit,4.58
v2.0.101,2617,365.00,Failure to disclose pollutants,4.58
v2.0.101,2618,365.00,FCRA defense only sublimit,20.59
v2.0.101,2619,365.00,Pollution liability,17.26
v2.0.101,2620,365.00,Technology Coverage Extensio,14.45
v2.0.101,2621,365.00,Bodily Inury (Emotional Distress),17.26
v2.0.101,2622,365.00,Network security & privacy,8.43
v2.0.101,2623,365.00,Defamation Exclusion and Sublimit,5.91
v2.0.101,2624,365.00,InvasionPrivacyExclusionSublimit,5.91
v2.0.101,2625,365.00,Media activities,15.66
v2.0.101,2626,370.00,Bodily Injury,34.80
v2.0.101,2627,370.00,Property Damage,13.92
v2.0.101,2628,370.00,Breach of Contract,13.92
v2.0.101,2629,370.00,Personal & Advertising Injury,27.84
v2.0.101,2630,370.00,Intellectual Property Infringement,13.92
v2.0.101,2631,370.00,Third Party Discriminatio,13.92
v2.0.101,2632,370.00,Contractors Pollution (Claims Made),14.50
v2.0.101,2633,370.00,Contractors Pollution (Occ),17.45
v2.0.101,2634,370.00,Sexual Abuse & Misconduct,27.50
v2.0.101,2635,370.00,Billing Errors Coverage,11.50
v2.0.101,2636,370.00,Class Action Sublimit,0.00
v2.0.101,2637,370.00,Crisis Management,8.50
v2.0.101,2638,370.00,Defense Only TCPA,20.70
v2.0.101,2639,370.00,Defense Outside Limits,27.80
v2.0.101,2640,370.00,Evacuation Expenses,8.50
v2.0.101,2641,370.00,Faulty Workmanship,59.80
v2.0.101,2642,370.00,Games of Chance / Over-Redemptio,11.50
v2.0.101,2643,370.00,HIPAA Violations,4.60
v2.0.101,2644,370.00,Open House Claim Sublimit,14.50
v2.0.101,2645,370.00,Rectification Expenses,8.50
v2.0.101,2646,370.00,Protective Indemnity,2.30
v2.0.101,2647,370.00,Mold,8.48
v2.0.101,2648,370.00,Pollutants in Transit,2.30
v2.0.101,2649,370.00,Non-Owned Disposal Site,2.30
v2.0.101,2650,370.00,Bodily injury / property damage,36.54
v2.0.101,2651,370.00,Antitrust sublimit,4.60
v2.0.101,2652,370.00,Failure to disclose pollutants,4.60
v2.0.101,2653,370.00,FCRA defense only sublimit,20.72
v2.0.101,2654,370.00,Pollution liability,17.40
v2.0.101,2655,370.00,Technology Coverage Extensio,14.54
v2.0.101,2656,370.00,Bodily Inury (Emotional Distress),17.40
v2.0.101,2657,370.00,Network security & privacy,8.48
v2.0.101,2658,370.00,Defamation Exclusion and Sublimit,6.02
v2.0.101,2659,370.00,InvasionPrivacyExclusionSublimit,6.02
v2.0.101,2660,370.00,Media activities,15.76
v2.0.101,2661,375.00,Bodily Injury,35.07
v2.0.101,2662,375.00,Property Damage,14.03
v2.0.101,2663,375.00,Breach of Contract,14.03
v2.0.101,2664,375.00,Personal & Advertising Injury,28.06
v2.0.101,2665,375.00,Intellectual Property Infringement,14.03
v2.0.101,2666,375.00,Third Party Discriminatio,14.03
v2.0.101,2667,375.00,Contractors Pollution (Claims Made),14.60
v2.0.101,2668,375.00,Contractors Pollution (Occ),17.56
v2.0.101,2669,375.00,Sexual Abuse & Misconduct,27.50
v2.0.101,2670,375.00,Billing Errors Coverage,11.60
v2.0.101,2671,375.00,Class Action Sublimit,0.00
v2.0.101,2672,375.00,Crisis Management,8.50
v2.0.101,2673,375.00,Defense Only TCPA,20.80
v2.0.101,2674,375.00,Defense Outside Limits,28.10
v2.0.101,2675,375.00,Evacuation Expenses,8.50
v2.0.101,2676,375.00,Faulty Workmanship,60.20
v2.0.101,2677,375.00,Games of Chance / Over-Redemptio,11.60
v2.0.101,2678,375.00,HIPAA Violations,4.60
v2.0.101,2679,375.00,Open House Claim Sublimit,14.60
v2.0.101,2680,375.00,Rectification Expenses,8.50
v2.0.101,2681,375.00,Protective Indemnity,2.30
v2.0.101,2682,375.00,Mold,8.54
v2.0.101,2683,375.00,Pollutants in Transit,2.32
v2.0.101,2684,375.00,Non-Owned Disposal Site,2.32
v2.0.101,2685,375.00,Bodily injury / property damage,36.83
v2.0.101,2686,375.00,Antitrust sublimit,4.63
v2.0.101,2687,375.00,Failure to disclose pollutants,4.63
v2.0.101,2688,375.00,FCRA defense only sublimit,20.85
v2.0.101,2689,375.00,Pollution liability,17.54
v2.0.101,2690,375.00,Technology Coverage Extensio,14.63
v2.0.101,2691,375.00,Bodily Inury (Emotional Distress),17.54
v2.0.101,2692,375.00,Network security & privacy,8.54
v2.0.101,2693,375.00,Defamation Exclusion and Sublimit,6.13
v2.0.101,2694,375.00,InvasionPrivacyExclusionSublimit,6.13
v2.0.101,2695,375.00,Media activities,15.85
v2.0.101,2696,380.00,Bodily Injury,35.35
v2.0.101,2697,380.00,Property Damage,14.14
v2.0.101,2698,380.00,Breach of Contract,14.14
v2.0.101,2699,380.00,Personal & Advertising Injury,28.28
v2.0.101,2700,380.00,Intellectual Property Infringement,14.14
v2.0.101,2701,380.00,Third Party Discriminatio,14.14
v2.0.101,2702,380.00,Contractors Pollution (Claims Made),14.70
v2.0.101,2703,380.00,Contractors Pollution (Occ),17.67
v2.0.101,2704,380.00,Sexual Abuse & Misconduct,27.60
v2.0.101,2705,380.00,Billing Errors Coverage,11.70
v2.0.101,2706,380.00,Class Action Sublimit,0.00
v2.0.101,2707,380.00,Crisis Management,8.60
v2.0.101,2708,380.00,Defense Only TCPA,21.00
v2.0.101,2709,380.00,Defense Outside Limits,28.30
v2.0.101,2710,380.00,Evacuation Expenses,8.60
v2.0.101,2711,380.00,Faulty Workmanship,60.60
v2.0.101,2712,380.00,Games of Chance / Over-Redemptio,11.70
v2.0.101,2713,380.00,HIPAA Violations,4.70
v2.0.101,2714,380.00,Open House Claim Sublimit,14.70
v2.0.101,2715,380.00,Rectification Expenses,8.60
v2.0.101,2716,380.00,Protective Indemnity,2.30
v2.0.101,2717,380.00,Mold,8.59
v2.0.101,2718,380.00,Pollutants in Transit,2.33
v2.0.101,2719,380.00,Non-Owned Disposal Site,2.33
v2.0.101,2720,380.00,Bodily injury / property damage,37.12
v2.0.101,2721,380.00,Antitrust sublimit,4.66
v2.0.101,2722,380.00,Failure to disclose pollutants,4.66
v2.0.101,2723,380.00,FCRA defense only sublimit,20.98
v2.0.101,2724,380.00,Pollution liability,17.68
v2.0.101,2725,380.00,Technology Coverage Extensio,14.72
v2.0.101,2726,380.00,Bodily Inury (Emotional Distress),17.68
v2.0.101,2727,380.00,Network security & privacy,8.59
v2.0.101,2728,380.00,Defamation Exclusion and Sublimit,6.25
v2.0.101,2729,380.00,InvasionPrivacyExclusionSublimit,6.25
v2.0.101,2730,380.00,Media activities,15.95
v2.0.101,2731,385.00,Bodily Injury,35.63
v2.0.101,2732,385.00,Property Damage,14.25
v2.0.101,2733,385.00,Breach of Contract,14.25
v2.0.101,2734,385.00,Personal & Advertising Injury,28.51
v2.0.101,2735,385.00,Intellectual Property Infringement,14.25
v2.0.101,2736,385.00,Third Party Discriminatio,14.25
v2.0.101,2737,385.00,Contractors Pollution (Claims Made),14.80
v2.0.101,2738,385.00,Contractors Pollution (Occ),17.77
v2.0.101,2739,385.00,Sexual Abuse & Misconduct,27.60
v2.0.101,2740,385.00,Billing Errors Coverage,11.70
v2.0.101,2741,385.00,Class Action Sublimit,0.00
v2.0.101,2742,385.00,Crisis Management,8.60
v2.0.101,2743,385.00,Defense Only TCPA,21.10
v2.0.101,2744,385.00,Defense Outside Limits,28.50
v2.0.101,2745,385.00,Evacuation Expenses,8.60
v2.0.101,2746,385.00,Faulty Workmanship,60.90
v2.0.101,2747,385.00,Games of Chance / Over-Redemptio,11.70
v2.0.101,2748,385.00,HIPAA Violations,4.70
v2.0.101,2749,385.00,Open House Claim Sublimit,14.80
v2.0.101,2750,385.00,Rectification Expenses,8.60
v2.0.101,2751,385.00,Protective Indemnity,2.30
v2.0.101,2752,385.00,Mold,8.64
v2.0.101,2753,385.00,Pollutants in Transit,2.34
v2.0.101,2754,385.00,Non-Owned Disposal Site,2.34
v2.0.101,2755,385.00,Bodily injury / property damage,37.41
v2.0.101,2756,385.00,Antitrust sublimit,4.69
v2.0.101,2757,385.00,Failure to disclose pollutants,4.69
v2.0.101,2758,385.00,FCRA defense only sublimit,21.10
v2.0.101,2759,385.00,Pollution liability,17.82
v2.0.101,2760,385.00,Technology Coverage Extensio,14.81
v2.0.101,2761,385.00,Bodily Inury (Emotional Distress),17.82
v2.0.101,2762,385.00,Network security & privacy,8.64
v2.0.101,2763,385.00,Defamation Exclusion and Sublimit,6.36
v2.0.101,2764,385.00,InvasionPrivacyExclusionSublimit,6.36
v2.0.101,2765,385.00,Media activities,16.05
v2.0.101,2766,390.00,Bodily Injury,35.91
v2.0.101,2767,390.00,Property Damage,14.36
v2.0.101,2768,390.00,Breach of Contract,14.36
v2.0.101,2769,390.00,Personal & Advertising Injury,28.73
v2.0.101,2770,390.00,Intellectual Property Infringement,14.36
v2.0.101,2771,390.00,Third Party Discriminatio,14.36
v2.0.101,2772,390.00,Contractors Pollution (Claims Made),14.90
v2.0.101,2773,390.00,Contractors Pollution (Occ),17.88
v2.0.101,2774,390.00,Sexual Abuse & Misconduct,27.70
v2.0.101,2775,390.00,Billing Errors Coverage,11.80
v2.0.101,2776,390.00,Class Action Sublimit,0.00
v2.0.101,2777,390.00,Crisis Management,8.70
v2.0.101,2778,390.00,Defense Only TCPA,21.20
v2.0.101,2779,390.00,Defense Outside Limits,28.70
v2.0.101,2780,390.00,Evacuation Expenses,8.70
v2.0.101,2781,390.00,Faulty Workmanship,61.30
v2.0.101,2782,390.00,Games of Chance / Over-Redemptio,11.80
v2.0.101,2783,390.00,HIPAA Violations,4.70
v2.0.101,2784,390.00,Open House Claim Sublimit,14.90
v2.0.101,2785,390.00,Rectification Expenses,8.70
v2.0.101,2786,390.00,Protective Indemnity,2.40
v2.0.101,2787,390.00,Mold,8.69
v2.0.101,2788,390.00,Pollutants in Transit,2.36
v2.0.101,2789,390.00,Non-Owned Disposal Site,2.36
v2.0.101,2790,390.00,Bodily injury / property damage,37.71
v2.0.101,2791,390.00,Antitrust sublimit,4.72
v2.0.101,2792,390.00,Failure to disclose pollutants,4.72
v2.0.101,2793,390.00,FCRA defense only sublimit,21.23
v2.0.101,2794,390.00,Pollution liability,17.96
v2.0.101,2795,390.00,Technology Coverage Extensio,14.90
v2.0.101,2796,390.00,Bodily Inury (Emotional Distress),17.96
v2.0.101,2797,390.00,Network security & privacy,8.69
v2.0.101,2798,390.00,Defamation Exclusion and Sublimit,6.47
v2.0.101,2799,390.00,InvasionPrivacyExclusionSublimit,6.47
v2.0.101,2800,390.00,Media activities,16.14
v2.0.101,2801,395.00,Bodily Injury,36.19
v2.0.101,2802,395.00,Property Damage,14.48
v2.0.101,2803,395.00,Breach of Contract,14.48
v2.0.101,2804,395.00,Personal & Advertising Injury,28.95
v2.0.101,2805,395.00,Intellectual Property Infringement,14.48
v2.0.101,2806,395.00,Third Party Discriminatio,14.48
v2.0.101,2807,395.00,Contractors Pollution (Claims Made),15.00
v2.0.101,2808,395.00,Contractors Pollution (Occ),17.99
v2.0.101,2809,395.00,Sexual Abuse & Misconduct,27.70
v2.0.101,2810,395.00,Billing Errors Coverage,11.90
v2.0.101,2811,395.00,Class Action Sublimit,0.00
v2.0.101,2812,395.00,Crisis Management,8.70
v2.0.101,2813,395.00,Defense Only TCPA,21.40
v2.0.101,2814,395.00,Defense Outside Limits,29.00
v2.0.101,2815,395.00,Evacuation Expenses,8.70
v2.0.101,2816,395.00,Faulty Workmanship,61.70
v2.0.101,2817,395.00,Games of Chance / Over-Redemptio,11.90
v2.0.101,2818,395.00,HIPAA Violations,4.70
v2.0.101,2819,395.00,Open House Claim Sublimit,15.00
v2.0.101,2820,395.00,Rectification Expenses,8.70
v2.0.101,2821,395.00,Protective Indemnity,2.40
v2.0.101,2822,395.00,Mold,8.74
v2.0.101,2823,395.00,Pollutants in Transit,2.37
v2.0.101,2824,395.00,Non-Owned Disposal Site,2.37
v2.0.101,2825,395.00,Bodily injury / property damage,38.00
v2.0.101,2826,395.00,Antitrust sublimit,4.75
v2.0.101,2827,395.00,Failure to disclose pollutants,4.75
v2.0.101,2828,395.00,FCRA defense only sublimit,21.36
v2.0.101,2829,395.00,Pollution liability,18.09
v2.0.101,2830,395.00,Technology Coverage Extensio,14.99
v2.0.101,2831,395.00,Bodily Inury (Emotional Distress),18.09
v2.0.101,2832,395.00,Network security & privacy,8.74
v2.0.101,2833,395.00,Defamation Exclusion and Sublimit,6.58
v2.0.101,2834,395.00,InvasionPrivacyExclusionSublimit,6.58
v2.0.101,2835,395.00,Media activities,16.24
v2.0.101,2836,400.00,Bodily Injury,36.47
v2.0.101,2837,400.00,Property Damage,14.59
v2.0.101,2838,400.00,Breach of Contract,14.59
v2.0.101,2839,400.00,Personal & Advertising Injury,29.17
v2.0.101,2840,400.00,Intellectual Property Infringement,14.59
v2.0.101,2841,400.00,Third Party Discriminatio,14.59
v2.0.101,2842,400.00,Contractors Pollution (Claims Made),15.10
v2.0.101,2843,400.00,Contractors Pollution (Occ),18.10
v2.0.101,2844,400.00,Sexual Abuse & Misconduct,27.80
v2.0.101,2845,400.00,Billing Errors Coverage,11.90
v2.0.101,2846,400.00,Class Action Sublimit,0.00
v2.0.101,2847,400.00,Crisis Management,8.80
v2.0.101,2848,400.00,Defense Only TCPA,21.50
v2.0.101,2849,400.00,Defense Outside Limits,29.20
v2.0.101,2850,400.00,Evacuation Expenses,8.80
v2.0.101,2851,400.00,Faulty Workmanship,62.00
v2.0.101,2852,400.00,Games of Chance / Over-Redemptio,11.90
v2.0.101,2853,400.00,HIPAA Violations,4.80
v2.0.101,2854,400.00,Open House Claim Sublimit,15.10
v2.0.101,2855,400.00,Rectification Expenses,8.80
v2.0.101,2856,400.00,Protective Indemnity,2.40
v2.0.101,2857,400.00,Mold,8.80
v2.0.101,2858,400.00,Pollutants in Transit,2.39
v2.0.101,2859,400.00,Non-Owned Disposal Site,2.39
v2.0.101,2860,400.00,Bodily injury / property damage,38.29
v2.0.101,2861,400.00,Antitrust sublimit,4.77
v2.0.101,2862,400.00,Failure to disclose pollutants,4.77
v2.0.101,2863,400.00,FCRA defense only sublimit,21.48
v2.0.101,2864,400.00,Pollution liability,18.23
v2.0.101,2865,400.00,Technology Coverage Extensio,15.08
v2.0.101,2866,400.00,Bodily Inury (Emotional Distress),18.23
v2.0.101,2867,400.00,Network security & privacy,8.80
v2.0.101,2868,400.00,Defamation Exclusion and Sublimit,6.69
v2.0.101,2869,400.00,InvasionPrivacyExclusionSublimit,6.69
v2.0.101,2870,400.00,Media activities,16.34
v2.0.101,2871,405.00,Bodily Injury,36.75
v2.0.101,2872,405.00,Property Damage,14.70
v2.0.101,2873,405.00,Breach of Contract,14.70
v2.0.101,2874,405.00,Personal & Advertising Injury,29.40
v2.0.101,2875,405.00,Intellectual Property Infringement,14.70
v2.0.101,2876,405.00,Third Party Discriminatio,14.70
v2.0.101,2877,405.00,Contractors Pollution (Claims Made),15.20
v2.0.101,2878,405.00,Contractors Pollution (Occ),18.20
v2.0.101,2879,405.00,Sexual Abuse & Misconduct,27.80
v2.0.101,2880,405.00,Billing Errors Coverage,12.00
v2.0.101,2881,405.00,Class Action Sublimit,0.00
v2.0.101,2882,405.00,Crisis Management,8.80
v2.0.101,2883,405.00,Defense Only TCPA,21.60
v2.0.101,2884,405.00,Defense Outside Limits,29.40
v2.0.101,2885,405.00,Evacuation Expenses,8.80
v2.0.101,2886,405.00,Faulty Workmanship,62.40
v2.0.101,2887,405.00,Games of Chance / Over-Redemptio,12.00
v2.0.101,2888,405.00,HIPAA Violations,4.80
v2.0.101,2889,405.00,Open House Claim Sublimit,15.20
v2.0.101,2890,405.00,Rectification Expenses,8.80
v2.0.101,2891,405.00,Protective Indemnity,2.40
v2.0.101,2892,405.00,Mold,8.85
v2.0.101,2893,405.00,Pollutants in Transit,2.40
v2.0.101,2894,405.00,Non-Owned Disposal Site,2.40
v2.0.101,2895,405.00,Bodily injury / property damage,38.58
v2.0.101,2896,405.00,Antitrust sublimit,4.80
v2.0.101,2897,405.00,Failure to disclose pollutants,4.80
v2.0.101,2898,405.00,FCRA defense only sublimit,21.61
v2.0.101,2899,405.00,Pollution liability,18.37
v2.0.101,2900,405.00,Technology Coverage Extensio,15.17
v2.0.101,2901,405.00,Bodily Inury (Emotional Distress),18.37
v2.0.101,2902,405.00,Network security & privacy,8.85
v2.0.101,2903,405.00,Defamation Exclusion and Sublimit,6.80
v2.0.101,2904,405.00,InvasionPrivacyExclusionSublimit,6.80
v2.0.101,2905,405.00,Media activities,16.43
v2.0.101,2906,410.00,Bodily Injury,37.03
v2.0.101,2907,410.00,Property Damage,14.81
v2.0.101,2908,410.00,Breach of Contract,14.81
v2.0.101,2909,410.00,Personal & Advertising Injury,29.62
v2.0.101,2910,410.00,Intellectual Property Infringement,14.81
v2.0.101,2911,410.00,Third Party Discriminatio,14.81
v2.0.101,2912,410.00,Contractors Pollution (Claims Made),15.30
v2.0.101,2913,410.00,Contractors Pollution (Occ),18.31
v2.0.101,2914,410.00,Sexual Abuse & Misconduct,27.90
v2.0.101,2915,410.00,Billing Errors Coverage,12.10
v2.0.101,2916,410.00,Class Action Sublimit,0.00
v2.0.101,2917,410.00,Crisis Management,8.90
v2.0.101,2918,410.00,Defense Only TCPA,21.70
v2.0.101,2919,410.00,Defense Outside Limits,29.60
v2.0.101,2920,410.00,Evacuation Expenses,8.90
v2.0.101,2921,410.00,Faulty Workmanship,62.80
v2.0.101,2922,410.00,Games of Chance / Over-Redemptio,12.10
v2.0.101,2923,410.00,HIPAA Violations,4.80
v2.0.101,2924,410.00,Open House Claim Sublimit,15.30
v2.0.101,2925,410.00,Rectification Expenses,8.90
v2.0.101,2926,410.00,Protective Indemnity,2.40
v2.0.101,2927,410.00,Mold,8.90
v2.0.101,2928,410.00,Pollutants in Transit,2.42
v2.0.101,2929,410.00,Non-Owned Disposal Site,2.42
v2.0.101,2930,410.00,Bodily injury / property damage,38.88
v2.0.101,2931,410.00,Antitrust sublimit,4.83
v2.0.101,2932,410.00,Failure to disclose pollutants,4.83
v2.0.101,2933,410.00,FCRA defense only sublimit,21.74
v2.0.101,2934,410.00,Pollution liability,18.51
v2.0.101,2935,410.00,Technology Coverage Extensio,15.26
v2.0.101,2936,410.00,Bodily Inury (Emotional Distress),18.51
v2.0.101,2937,410.00,Network security & privacy,8.90
v2.0.101,2938,410.00,Defamation Exclusion and Sublimit,6.91
v2.0.101,2939,410.00,InvasionPrivacyExclusionSublimit,6.91
v2.0.101,2940,410.00,Media activities,16.53
v2.0.101,2941,415.00,Bodily Injury,37.31
v2.0.101,2942,415.00,Property Damage,14.92
v2.0.101,2943,415.00,Breach of Contract,14.92
