version,id,percent_of_occ_limit,type,factor
v2.0.101,1001,135.00,Protective Indemnity,1.60
v2.0.101,1002,135.00,Mold,6.04
v2.0.101,1003,135.00,Pollutants in Transit,1.64
v2.0.101,1004,135.00,Non-Owned Disposal Site,1.64
v2.0.101,1005,135.00,Bodily injury / property damage,22.78
v2.0.101,1006,135.00,Antitrust sublimit,3.28
v2.0.101,1007,135.00,Failure to disclose pollutants,3.28
v2.0.101,1008,135.00,FCRA defense only sublimit,14.74
v2.0.101,1009,135.00,Pollution liability,10.85
v2.0.101,1010,135.00,Technology Coverage Extensio,10.35
v2.0.101,1011,135.00,Bodily Inury (Emotional Distress),10.85
v2.0.101,1012,135.00,Network security & privacy,6.04
v2.0.101,1013,135.00,Defamation Exclusion and Sublimit,0.78
v2.0.101,1014,135.00,InvasionPrivacyExclusionSublimit,0.78
v2.0.101,1015,135.00,Media activities,11.21
v2.0.101,1016,140.00,Bodily Injury,21.97
v2.0.101,1017,140.00,Property Damage,8.79
v2.0.101,1018,140.00,Breach of Contract,8.79
v2.0.101,1019,140.00,Personal & Advertising Injury,17.58
v2.0.101,1020,140.00,Intellectual Property Infringement,8.79
v2.0.101,1021,140.00,Third Party Discriminatio,8.79
v2.0.101,1022,140.00,Contractors Pollution (Claims Made),10.40
v2.0.101,1023,140.00,Contractors Pollution (Occ),12.52
v2.0.101,1024,140.00,Sexual Abuse & Misconduct,24.40
v2.0.101,1025,140.00,Billing Errors Coverage,8.30
v2.0.101,1026,140.00,Class Action Sublimit,0.00
v2.0.101,1027,140.00,Crisis Management,6.10
v2.0.101,1028,140.00,Defense Only TCPA,14.90
v2.0.101,1029,140.00,Defense Outside Limits,17.60
v2.0.101,1030,140.00,Evacuation Expenses,6.10
v2.0.101,1031,140.00,Faulty Workmanship,42.90
v2.0.101,1032,140.00,Games of Chance / Over-Redemptio,8.30
v2.0.101,1033,140.00,HIPAA Violations,3.30
v2.0.101,1034,140.00,Open House Claim Sublimit,10.40
v2.0.101,1035,140.00,Rectification Expenses,6.10
v2.0.101,1036,140.00,Protective Indemnity,1.70
v2.0.101,1037,140.00,Mold,6.09
v2.0.101,1038,140.00,Pollutants in Transit,1.65
v2.0.101,1039,140.00,Non-Owned Disposal Site,1.65
v2.0.101,1040,140.00,Bodily injury / property damage,23.07
v2.0.101,1041,140.00,Antitrust sublimit,3.30
v2.0.101,1042,140.00,Failure to disclose pollutants,3.30
v2.0.101,1043,140.00,FCRA defense only sublimit,14.87
v2.0.101,1044,140.00,Pollution liability,10.99
v2.0.101,1045,140.00,Technology Coverage Extensio,10.44
v2.0.101,1046,140.00,Bodily Inury (Emotional Distress),10.99
v2.0.101,1047,140.00,Network security & privacy,6.09
v2.0.101,1048,140.00,Defamation Exclusion and Sublimit,0.89
v2.0.101,1049,140.00,InvasionPrivacyExclusionSublimit,0.89
v2.0.101,1050,140.00,Media activities,11.31
v2.0.101,1051,145.00,Bodily Injury,22.25
v2.0.101,1052,145.00,Property Damage,8.90
v2.0.101,1053,145.00,Breach of Contract,8.90
v2.0.101,1054,145.00,Personal & Advertising Injury,17.80
v2.0.101,1055,145.00,Intellectual Property Infringement,8.90
v2.0.101,1056,145.00,Third Party Discriminatio,8.90
v2.0.101,1057,145.00,Contractors Pollution (Claims Made),10.50
v2.0.101,1058,145.00,Contractors Pollution (Occ),12.63
v2.0.101,1059,145.00,Sexual Abuse & Misconduct,24.90
v2.0.101,1060,145.00,Billing Errors Coverage,8.30
v2.0.101,1061,145.00,Class Action Sublimit,0.00
v2.0.101,1062,145.00,Crisis Management,6.10
v2.0.101,1063,145.00,Defense Only TCPA,15.00
v2.0.101,1064,145.00,Defense Outside Limits,17.80
v2.0.101,1065,145.00,Evacuation Expenses,6.10
v2.0.101,1066,145.00,Faulty Workmanship,43.30
v2.0.101,1067,145.00,Games of Chance / Over-Redemptio,8.30
v2.0.101,1068,145.00,HIPAA Violations,3.30
v2.0.101,1069,145.00,Open House Claim Sublimit,10.50
v2.0.101,1070,145.00,Rectification Expenses,6.10
v2.0.101,1071,145.00,Protective Indemnity,1.70
v2.0.101,1072,145.00,Mold,6.14
v2.0.101,1073,145.00,Pollutants in Transit,1.67
v2.0.101,1074,145.00,Non-Owned Disposal Site,1.67
v2.0.101,1075,145.00,Bodily injury / property damage,23.36
v2.0.101,1076,145.00,Antitrust sublimit,3.33
v2.0.101,1077,145.00,Failure to disclose pollutants,3.33
v2.0.101,1078,145.00,FCRA defense only sublimit,15.00
v2.0.101,1079,145.00,Pollution liability,11.12
v2.0.101,1080,145.00,Technology Coverage Extensio,10.53
v2.0.101,1081,145.00,Bodily Inury (Emotional Distress),11.12
v2.0.101,1082,145.00,Network security & privacy,6.14
v2.0.101,1083,145.00,Defamation Exclusion and Sublimit,1.00
v2.0.101,1084,145.00,InvasionPrivacyExclusionSublimit,1.00
v2.0.101,1085,145.00,Media activities,11.40
v2.0.101,1086,150.00,Bodily Injury,22.53
v2.0.101,1087,150.00,Property Damage,9.01
v2.0.101,1088,150.00,Breach of Contract,9.01
v2.0.101,1089,150.00,Personal & Advertising Injury,18.02
v2.0.101,1090,150.00,Intellectual Property Infringement,9.01
v2.0.101,1091,150.00,Third Party Discriminatio,9.01
v2.0.101,1092,150.00,Contractors Pollution (Claims Made),10.60
v2.0.101,1093,150.00,Contractors Pollution (Occ),12.74
v2.0.101,1094,150.00,Sexual Abuse & Misconduct,25.30
v2.0.101,1095,150.00,Billing Errors Coverage,8.40
v2.0.101,1096,150.00,Class Action Sublimit,0.00
v2.0.101,1097,150.00,Crisis Management,6.20
v2.0.101,1098,150.00,Defense Only TCPA,15.10
v2.0.101,1099,150.00,Defense Outside Limits,18.00
v2.0.101,1100,150.00,Evacuation Expenses,6.20
v2.0.101,1101,150.00,Faulty Workmanship,43.70
v2.0.101,1102,150.00,Games of Chance / Over-Redemptio,8.40
v2.0.101,1103,150.00,HIPAA Violations,3.40
v2.0.101,1104,150.00,Open House Claim Sublimit,10.60
v2.0.101,1105,150.00,Rectification Expenses,6.20
v2.0.101,1106,150.00,Protective Indemnity,1.70
v2.0.101,1107,150.00,Mold,6.19
v2.0.101,1108,150.00,Pollutants in Transit,1.68
v2.0.101,1109,150.00,Non-Owned Disposal Site,1.68
v2.0.101,1110,150.00,Bodily injury / property damage,23.65
v2.0.101,1111,150.00,Antitrust sublimit,3.36
v2.0.101,1112,150.00,Failure to disclose pollutants,3.36
v2.0.101,1113,150.00,FCRA defense only sublimit,15.12
v2.0.101,1114,150.00,Pollution liability,11.26
v2.0.101,1115,150.00,Technology Coverage Extensio,10.62
v2.0.101,1116,150.00,Bodily Inury (Emotional Distress),11.26
v2.0.101,1117,150.00,Network security & privacy,6.19
v2.0.101,1118,150.00,Defamation Exclusion and Sublimit,1.12
v2.0.101,1119,150.00,InvasionPrivacyExclusionSublimit,1.12
v2.0.101,1120,150.00,Media activities,11.50
v2.0.101,1121,155.00,Bodily Injury,22.81
v2.0.101,1122,155.00,Property Damage,9.12
v2.0.101,1123,155.00,Breach of Contract,9.12
v2.0.101,1124,155.00,Personal & Advertising Injury,18.25
v2.0.101,1125,155.00,Intellectual Property Infringement,9.12
v2.0.101,1126,155.00,Third Party Discriminatio,9.12
v2.0.101,1127,155.00,Contractors Pollution (Claims Made),10.70
v2.0.101,1128,155.00,Contractors Pollution (Occ),12.85
v2.0.101,1129,155.00,Sexual Abuse & Misconduct,25.30
v2.0.101,1130,155.00,Billing Errors Coverage,8.50
v2.0.101,1131,155.00,Class Action Sublimit,0.00
v2.0.101,1132,155.00,Crisis Management,6.20
v2.0.101,1133,155.00,Defense Only TCPA,15.30
v2.0.101,1134,155.00,Defense Outside Limits,18.20
v2.0.101,1135,155.00,Evacuation Expenses,6.20
v2.0.101,1136,155.00,Faulty Workmanship,44.00
v2.0.101,1137,155.00,Games of Chance / Over-Redemptio,8.50
v2.0.101,1138,155.00,HIPAA Violations,3.40
v2.0.101,1139,155.00,Open House Claim Sublimit,10.70
v2.0.101,1140,155.00,Rectification Expenses,6.20
v2.0.101,1141,155.00,Protective Indemnity,1.70
v2.0.101,1142,155.00,Mold,6.24
v2.0.101,1143,155.00,Pollutants in Transit,1.69
v2.0.101,1144,155.00,Non-Owned Disposal Site,1.69
v2.0.101,1145,155.00,Bodily injury / property damage,23.95
v2.0.101,1146,155.00,Antitrust sublimit,3.39
v2.0.101,1147,155.00,Failure to disclose pollutants,3.39
v2.0.101,1148,155.00,FCRA defense only sublimit,15.25
v2.0.101,1149,155.00,Pollution liability,11.40
v2.0.101,1150,155.00,Technology Coverage Extensio,10.70
v2.0.101,1151,155.00,Bodily Inury (Emotional Distress),11.40
v2.0.101,1152,155.00,Network security & privacy,6.24
v2.0.101,1153,155.00,Defamation Exclusion and Sublimit,1.23
v2.0.101,1154,155.00,InvasionPrivacyExclusionSublimit,1.23
v2.0.101,1155,155.00,Media activities,11.60
v2.0.101,1156,160.00,Bodily Injury,23.09
v2.0.101,1157,160.00,Property Damage,9.23
v2.0.101,1158,160.00,Breach of Contract,9.23
v2.0.101,1159,160.00,Personal & Advertising Injury,18.47
v2.0.101,1160,160.00,Intellectual Property Infringement,9.23
v2.0.101,1161,160.00,Third Party Discriminatio,9.23
v2.0.101,1162,160.00,Contractors Pollution (Claims Made),10.80
v2.0.101,1163,160.00,Contractors Pollution (Occ),12.95
v2.0.101,1164,160.00,Sexual Abuse & Misconduct,25.40
v2.0.101,1165,160.00,Billing Errors Coverage,8.50
v2.0.101,1166,160.00,Class Action Sublimit,0.00
v2.0.101,1167,160.00,Crisis Management,6.30
v2.0.101,1168,160.00,Defense Only TCPA,15.40
v2.0.101,1169,160.00,Defense Outside Limits,18.50
v2.0.101,1170,160.00,Evacuation Expenses,6.30
v2.0.101,1171,160.00,Faulty Workmanship,44.40
v2.0.101,1172,160.00,Games of Chance / Over-Redemptio,8.50
v2.0.101,1173,160.00,HIPAA Violations,3.40
v2.0.101,1174,160.00,Open House Claim Sublimit,10.80
v2.0.101,1175,160.00,Rectification Expenses,6.30
v2.0.101,1176,160.00,Protective Indemnity,1.70
v2.0.101,1177,160.00,Mold,6.30
v2.0.101,1178,160.00,Pollutants in Transit,1.71
v2.0.101,1179,160.00,Non-Owned Disposal Site,1.71
v2.0.101,1180,160.00,Bodily injury / property damage,24.24
v2.0.101,1181,160.00,Antitrust sublimit,3.42
v2.0.101,1182,160.00,Failure to disclose pollutants,3.42
v2.0.101,1183,160.00,FCRA defense only sublimit,15.38
v2.0.101,1184,160.00,Pollution liability,11.54
v2.0.101,1185,160.00,Technology Coverage Extensio,10.79
v2.0.101,1186,160.00,Bodily Inury (Emotional Distress),11.54
v2.0.101,1187,160.00,Network security & privacy,6.30
v2.0.101,1188,160.00,Defamation Exclusion and Sublimit,1.34
v2.0.101,1189,160.00,InvasionPrivacyExclusionSublimit,1.34
v2.0.101,1190,160.00,Media activities,11.69
v2.0.101,1191,165.00,Bodily Injury,23.36
v2.0.101,1192,165.00,Property Damage,9.35
v2.0.101,1193,165.00,Breach of Contract,9.35
v2.0.101,1194,165.00,Personal & Advertising Injury,18.69
v2.0.101,1195,165.00,Intellectual Property Infringement,9.35
v2.0.101,1196,165.00,Third Party Discriminatio,9.35
v2.0.101,1197,165.00,Contractors Pollution (Claims Made),10.90
v2.0.101,1198,165.00,Contractors Pollution (Occ),13.06
v2.0.101,1199,165.00,Sexual Abuse & Misconduct,25.40
v2.0.101,1200,165.00,Billing Errors Coverage,8.60
v2.0.101,1201,165.00,Class Action Sublimit,0.00
v2.0.101,1202,165.00,Crisis Management,6.30
v2.0.101,1203,165.00,Defense Only TCPA,15.50
v2.0.101,1204,165.00,Defense Outside Limits,18.70
v2.0.101,1205,165.00,Evacuation Expenses,6.30
v2.0.101,1206,165.00,Faulty Workmanship,44.80
v2.0.101,1207,165.00,Games of Chance / Over-Redemptio,8.60
v2.0.101,1208,165.00,HIPAA Violations,3.40
v2.0.101,1209,165.00,Open House Claim Sublimit,10.90
v2.0.101,1210,165.00,Rectification Expenses,6.30
v2.0.101,1211,165.00,Protective Indemnity,1.70
v2.0.101,1212,165.00,Mold,6.35
v2.0.101,1213,165.00,Pollutants in Transit,1.72
v2.0.101,1214,165.00,Non-Owned Disposal Site,1.72
v2.0.101,1215,165.00,Bodily injury / property damage,24.53
v2.0.101,1216,165.00,Antitrust sublimit,3.45
v2.0.101,1217,165.00,Failure to disclose pollutants,3.45
v2.0.101,1218,165.00,FCRA defense only sublimit,15.51
v2.0.101,1219,165.00,Pollution liability,11.68
v2.0.101,1220,165.00,Technology Coverage Extensio,10.88
v2.0.101,1221,165.00,Bodily Inury (Emotional Distress),11.68
v2.0.101,1222,165.00,Network security & privacy,6.35
v2.0.101,1223,165.00,Defamation Exclusion and Sublimit,1.45
v2.0.101,1224,165.00,InvasionPrivacyExclusionSublimit,1.45
v2.0.101,1225,165.00,Media activities,11.79
v2.0.101,1226,170.00,Bodily Injury,23.64
v2.0.101,1227,170.00,Property Damage,9.46
v2.0.101,1228,170.00,Breach of Contract,9.46
v2.0.101,1229,170.00,Personal & Advertising Injury,18.91
v2.0.101,1230,170.00,Intellectual Property Infringement,9.46
v2.0.101,1231,170.00,Third Party Discriminatio,9.46
v2.0.101,1232,170.00,Contractors Pollution (Claims Made),11.00
v2.0.101,1233,170.00,Contractors Pollution (Occ),13.17
v2.0.101,1234,170.00,Sexual Abuse & Misconduct,25.50
v2.0.101,1235,170.00,Billing Errors Coverage,8.70
v2.0.101,1236,170.00,Class Action Sublimit,0.00
v2.0.101,1237,170.00,Crisis Management,6.40
v2.0.101,1238,170.00,Defense Only TCPA,15.60
v2.0.101,1239,170.00,Defense Outside Limits,18.90
v2.0.101,1240,170.00,Evacuation Expenses,6.40
v2.0.101,1241,170.00,Faulty Workmanship,45.10
v2.0.101,1242,170.00,Games of Chance / Over-Redemptio,8.70
v2.0.101,1243,170.00,HIPAA Violations,3.50
v2.0.101,1244,170.00,Open House Claim Sublimit,11.00
v2.0.101,1245,170.00,Rectification Expenses,6.40
v2.0.101,1246,170.00,Protective Indemnity,1.70
v2.0.101,1247,170.00,Mold,6.40
v2.0.101,1248,170.00,Pollutants in Transit,1.74
v2.0.101,1249,170.00,Non-Owned Disposal Site,1.74
v2.0.101,1250,170.00,Bodily injury / property damage,24.83
v2.0.101,1251,170.00,Antitrust sublimit,3.47
v2.0.101,1252,170.00,Failure to disclose pollutants,3.47
v2.0.101,1253,170.00,FCRA defense only sublimit,15.63
v2.0.101,1254,170.00,Pollution liability,11.82
v2.0.101,1255,170.00,Technology Coverage Extensio,10.97
v2.0.101,1256,170.00,Bodily Inury (Emotional Distress),11.82
v2.0.101,1257,170.00,Network security & privacy,6.40
v2.0.101,1258,170.00,Defamation Exclusion and Sublimit,1.56
v2.0.101,1259,170.00,InvasionPrivacyExclusionSublimit,1.56
v2.0.101,1260,170.00,Media activities,11.89
v2.0.101,1261,175.00,Bodily Injury,23.92
v2.0.101,1262,175.00,Property Damage,9.57
v2.0.101,1263,175.00,Breach of Contract,9.57
v2.0.101,1264,175.00,Personal & Advertising Injury,19.14
v2.0.101,1265,175.00,Intellectual Property Infringement,9.57
v2.0.101,1266,175.00,Third Party Discriminatio,9.57
v2.0.101,1267,175.00,Contractors Pollution (Claims Made),11.10
v2.0.101,1268,175.00,Contractors Pollution (Occ),13.27
v2.0.101,1269,175.00,Sexual Abuse & Misconduct,25.50
v2.0.101,1270,175.00,Billing Errors Coverage,8.80
v2.0.101,1271,175.00,Class Action Sublimit,0.00
v2.0.101,1272,175.00,Crisis Management,6.50
v2.0.101,1273,175.00,Defense Only TCPA,15.80
v2.0.101,1274,175.00,Defense Outside Limits,19.10
v2.0.101,1275,175.00,Evacuation Expenses,6.50
v2.0.101,1276,175.00,Faulty Workmanship,45.50
v2.0.101,1277,175.00,Games of Chance / Over-Redemptio,8.80
v2.0.101,1278,175.00,HIPAA Violations,3.50
v2.0.101,1279,175.00,Open House Claim Sublimit,11.10
v2.0.101,1280,175.00,Rectification Expenses,6.50
v2.0.101,1281,175.00,Protective Indemnity,1.80
v2.0.101,1282,175.00,Mold,6.45
v2.0.101,1283,175.00,Pollutants in Transit,1.75
v2.0.101,1284,175.00,Non-Owned Disposal Site,1.75
v2.0.101,1285,175.00,Bodily injury / property damage,25.12
v2.0.101,1286,175.00,Antitrust sublimit,3.50
v2.0.101,1287,175.00,Failure to disclose pollutants,3.50
v2.0.101,1288,175.00,FCRA defense only sublimit,15.76
v2.0.101,1289,175.00,Pollution liability,11.96
v2.0.101,1290,175.00,Technology Coverage Extensio,11.06
v2.0.101,1291,175.00,Bodily Inury (Emotional Distress),11.96
v2.0.101,1292,175.00,Network security & privacy,6.45
v2.0.101,1293,175.00,Defamation Exclusion and Sublimit,1.67
v2.0.101,1294,175.00,InvasionPrivacyExclusionSublimit,1.67
v2.0.101,1295,175.00,Media activities,11.98
v2.0.101,1296,180.00,Bodily Injury,24.20
v2.0.101,1297,180.00,Property Damage,9.68
v2.0.101,1298,180.00,Breach of Contract,9.68
v2.0.101,1299,180.00,Personal & Advertising Injury,19.36
v2.0.101,1300,180.00,Intellectual Property Infringement,9.68
v2.0.101,1301,180.00,Third Party Discriminatio,9.68
v2.0.101,1302,180.00,Contractors Pollution (Claims Made),11.20
v2.0.101,1303,180.00,Contractors Pollution (Occ),13.38
v2.0.101,1304,180.00,Sexual Abuse & Misconduct,25.60
v2.0.101,1305,180.00,Billing Errors Coverage,8.80
v2.0.101,1306,180.00,Class Action Sublimit,0.00
v2.0.101,1307,180.00,Crisis Management,6.50
v2.0.101,1308,180.00,Defense Only TCPA,15.90
v2.0.101,1309,180.00,Defense Outside Limits,19.40
v2.0.101,1310,180.00,Evacuation Expenses,6.50
v2.0.101,1311,180.00,Faulty Workmanship,45.90
v2.0.101,1312,180.00,Games of Chance / Over-Redemptio,8.80
v2.0.101,1313,180.00,HIPAA Violations,3.50
v2.0.101,1314,180.00,Open House Claim Sublimit,11.20
v2.0.101,1315,180.00,Rectification Expenses,6.50
v2.0.101,1316,180.00,Protective Indemnity,1.80
v2.0.101,1317,180.00,Mold,6.50
v2.0.101,1318,180.00,Pollutants in Transit,1.77
v2.0.101,1319,180.00,Non-Owned Disposal Site,1.77
v2.0.101,1320,180.00,Bodily injury / property damage,25.41
v2.0.101,1321,180.00,Antitrust sublimit,3.53
v2.0.101,1322,180.00,Failure to disclose pollutants,3.53
v2.0.101,1323,180.00,FCRA defense only sublimit,15.89
v2.0.101,1324,180.00,Pollution liability,12.10
v2.0.101,1325,180.00,Technology Coverage Extensio,11.15
v2.0.101,1326,180.00,Bodily Inury (Emotional Distress),12.10
v2.0.101,1327,180.00,Network security & privacy,6.50
v2.0.101,1328,180.00,Defamation Exclusion and Sublimit,1.78
v2.0.101,1329,180.00,InvasionPrivacyExclusionSublimit,1.78
v2.0.101,1330,180.00,Media activities,12.08
v2.0.101,1331,185.00,Bodily Injury,24.48
v2.0.101,1332,185.00,Property Damage,9.79
v2.0.101,1333,185.00,Breach of Contract,9.79
v2.0.101,1334,185.00,Personal & Advertising Injury,19.58
v2.0.101,1335,185.00,Intellectual Property Infringement,9.79
v2.0.101,1336,185.00,Third Party Discriminatio,9.79
v2.0.101,1337,185.00,Contractors Pollution (Claims Made),11.20
v2.0.101,1338,185.00,Contractors Pollution (Occ),13.49
v2.0.101,1339,185.00,Sexual Abuse & Misconduct,25.60
v2.0.101,1340,185.00,Billing Errors Coverage,8.90
v2.0.101,1341,185.00,Class Action Sublimit,0.00
v2.0.101,1342,185.00,Crisis Management,6.60
v2.0.101,1343,185.00,Defense Only TCPA,16.00
v2.0.101,1344,185.00,Defense Outside Limits,19.60
v2.0.101,1345,185.00,Evacuation Expenses,6.60
v2.0.101,1346,185.00,Faulty Workmanship,46.20
v2.0.101,1347,185.00,Games of Chance / Over-Redemptio,8.90
v2.0.101,1348,185.00,HIPAA Violations,3.60
v2.0.101,1349,185.00,Open House Claim Sublimit,11.20
v2.0.101,1350,185.00,Rectification Expenses,6.60
v2.0.101,1351,185.00,Protective Indemnity,1.80
v2.0.101,1352,185.00,Mold,6.56
v2.0.101,1353,185.00,Pollutants in Transit,1.78
v2.0.101,1354,185.00,Non-Owned Disposal Site,1.78
v2.0.101,1355,185.00,Bodily injury / property damage,25.70
v2.0.101,1356,185.00,Antitrust sublimit,3.56
v2.0.101,1357,185.00,Failure to disclose pollutants,3.56
v2.0.101,1358,185.00,FCRA defense only sublimit,16.01
v2.0.101,1359,185.00,Pollution liability,12.24
v2.0.101,1360,185.00,Technology Coverage Extensio,11.24
v2.0.101,1361,185.00,Bodily Inury (Emotional Distress),12.24
v2.0.101,1362,185.00,Network security & privacy,6.56
v2.0.101,1363,185.00,Defamation Exclusion and Sublimit,1.90
v2.0.101,1364,185.00,InvasionPrivacyExclusionSublimit,1.90
v2.0.101,1365,185.00,Media activities,12.18
v2.0.101,1366,190.00,Bodily Injury,24.76
v2.0.101,1367,190.00,Property Damage,9.90
v2.0.101,1368,190.00,Breach of Contract,9.90
v2.0.101,1369,190.00,Personal & Advertising Injury,19.81
v2.0.101,1370,190.00,Intellectual Property Infringement,9.90
v2.0.101,1371,190.00,Third Party Discriminatio,9.90
v2.0.101,1372,190.00,Contractors Pollution (Claims Made),11.30
v2.0.101,1373,190.00,Contractors Pollution (Occ),13.60
v2.0.101,1374,190.00,Sexual Abuse & Misconduct,25.70
v2.0.101,1375,190.00,Billing Errors Coverage,9.00
v2.0.101,1376,190.00,Class Action Sublimit,0.00
v2.0.101,1377,190.00,Crisis Management,6.60
v2.0.101,1378,190.00,Defense Only TCPA,16.10
v2.0.101,1379,190.00,Defense Outside Limits,19.80
v2.0.101,1380,190.00,Evacuation Expenses,6.60
v2.0.101,1381,190.00,Faulty Workmanship,46.60
v2.0.101,1382,190.00,Games of Chance / Over-Redemptio,9.00
v2.0.101,1383,190.00,HIPAA Violations,3.60
v2.0.101,1384,190.00,Open House Claim Sublimit,11.30
v2.0.101,1385,190.00,Rectification Expenses,6.60
v2.0.101,1386,190.00,Protective Indemnity,1.80
v2.0.101,1387,190.00,Mold,6.61
v2.0.101,1388,190.00,Pollutants in Transit,1.79
v2.0.101,1389,190.00,Non-Owned Disposal Site,1.79
v2.0.101,1390,190.00,Bodily injury / property damage,26.00
v2.0.101,1391,190.00,Antitrust sublimit,3.59
v2.0.101,1392,190.00,Failure to disclose pollutants,3.59
v2.0.101,1393,190.00,FCRA defense only sublimit,16.14
v2.0.101,1394,190.00,Pollution liability,12.38
v2.0.101,1395,190.00,Technology Coverage Extensio,11.33
v2.0.101,1396,190.00,Bodily Inury (Emotional Distress),12.38
v2.0.101,1397,190.00,Network security & privacy,6.61
v2.0.101,1398,190.00,Defamation Exclusion and Sublimit,2.01
v2.0.101,1399,190.00,InvasionPrivacyExclusionSublimit,2.01
v2.0.101,1400,190.00,Media activities,12.27
v2.0.101,1401,195.00,Bodily Injury,25.04
v2.0.101,1402,195.00,Property Damage,10.02
v2.0.101,1403,195.00,Breach of Contract,10.02
v2.0.101,1404,195.00,Personal & Advertising Injury,20.03
v2.0.101,1405,195.00,Intellectual Property Infringement,10.02
v2.0.101,1406,195.00,Third Party Discriminatio,10.02
v2.0.101,1407,195.00,Contractors Pollution (Claims Made),11.40
v2.0.101,1408,195.00,Contractors Pollution (Occ),13.70
v2.0.101,1409,195.00,Sexual Abuse & Misconduct,25.70
v2.0.101,1410,195.00,Billing Errors Coverage,9.00
v2.0.101,1411,195.00,Class Action Sublimit,0.00
v2.0.101,1412,195.00,Crisis Management,6.70
v2.0.101,1413,195.00,Defense Only TCPA,16.30
v2.0.101,1414,195.00,Defense Outside Limits,20.00
v2.0.101,1415,195.00,Evacuation Expenses,6.70
v2.0.101,1416,195.00,Faulty Workmanship,47.00
v2.0.101,1417,195.00,Games of Chance / Over-Redemptio,9.00
v2.0.101,1418,195.00,HIPAA Violations,3.60
v2.0.101,1419,195.00,Open House Claim Sublimit,11.40
v2.0.101,1420,195.00,Rectification Expenses,6.70
v2.0.101,1421,195.00,Protective Indemnity,1.80
v2.0.101,1422,195.00,Mold,6.66
v2.0.101,1423,195.00,Pollutants in Transit,1.81
v2.0.101,1424,195.00,Non-Owned Disposal Site,1.81
v2.0.101,1425,195.00,Bodily injury / property damage,26.29
v2.0.101,1426,195.00,Antitrust sublimit,3.62
v2.0.101,1427,195.00,Failure to disclose pollutants,3.62
v2.0.101,1428,195.00,FCRA defense only sublimit,16.27
v2.0.101,1429,195.00,Pollution liability,12.52
v2.0.101,1430,195.00,Technology Coverage Extensio,11.42
v2.0.101,1431,195.00,Bodily Inury (Emotional Distress),12.52
v2.0.101,1432,195.00,Network security & privacy,6.66
v2.0.101,1433,195.00,Defamation Exclusion and Sublimit,2.12
v2.0.101,1434,195.00,InvasionPrivacyExclusionSublimit,2.12
v2.0.101,1435,195.00,Media activities,12.37
v2.0.101,1436,200.00,Bodily Injury,25.32
v2.0.101,1437,200.00,Property Damage,10.13
v2.0.101,1438,200.00,Breach of Contract,10.13
v2.0.101,1439,200.00,Personal & Advertising Injury,20.25
v2.0.101,1440,200.00,Intellectual Property Infringement,10.13
v2.0.101,1441,200.00,Third Party Discriminatio,10.13
v2.0.101,1442,200.00,Contractors Pollution (Claims Made),11.50
v2.0.101,1443,200.00,Contractors Pollution (Occ),13.81
v2.0.101,1444,200.00,Sexual Abuse & Misconduct,25.80
v2.0.101,1445,200.00,Billing Errors Coverage,9.10
v2.0.101,1446,200.00,Class Action Sublimit,0.00
v2.0.101,1447,200.00,Crisis Management,6.70
v2.0.101,1448,200.00,Defense Only TCPA,16.40
v2.0.101,1449,200.00,Defense Outside Limits,20.30
v2.0.101,1450,200.00,Evacuation Expenses,6.70
v2.0.101,1451,200.00,Faulty Workmanship,47.30
v2.0.101,1452,200.00,Games of Chance / Over-Redemptio,9.10
v2.0.101,1453,200.00,HIPAA Violations,3.60
v2.0.101,1454,200.00,Open House Claim Sublimit,11.50
v2.0.101,1455,200.00,Rectification Expenses,6.70
v2.0.101,1456,200.00,Protective Indemnity,1.80
v2.0.101,1457,200.00,Mold,6.71
v2.0.101,1458,200.00,Pollutants in Transit,1.82
v2.0.101,1459,200.00,Non-Owned Disposal Site,1.82
v2.0.101,1460,200.00,Bodily injury / property damage,26.58
v2.0.101,1461,200.00,Antitrust sublimit,3.64
v2.0.101,1462,200.00,Failure to disclose pollutants,3.64
v2.0.101,1463,200.00,FCRA defense only sublimit,16.40
v2.0.101,1464,200.00,Pollution liability,12.66
v2.0.101,1465,200.00,Technology Coverage Extensio,11.51
v2.0.101,1466,200.00,Bodily Inury (Emotional Distress),12.66
v2.0.101,1467,200.00,Network security & privacy,6.71
v2.0.101,1468,200.00,Defamation Exclusion and Sublimit,2.23
v2.0.101,1469,200.00,InvasionPrivacyExclusionSublimit,2.23
v2.0.101,1470,200.00,Media activities,12.47
v2.0.101,1471,205.00,Bodily Injury,25.60
v2.0.101,1472,205.00,Property Damage,10.24
v2.0.101,1473,205.00,Breach of Contract,10.24
v2.0.101,1474,205.00,Personal & Advertising Injury,20.48
v2.0.101,1475,205.00,Intellectual Property Infringement,10.24
v2.0.101,1476,205.00,Third Party Discriminatio,10.24
v2.0.101,1477,205.00,Contractors Pollution (Claims Made),11.60
v2.0.101,1478,205.00,Contractors Pollution (Occ),13.92
v2.0.101,1479,205.00,Sexual Abuse & Misconduct,25.80
v2.0.101,1480,205.00,Billing Errors Coverage,9.20
v2.0.101,1481,205.00,Class Action Sublimit,0.00
v2.0.101,1482,205.00,Crisis Management,6.80
v2.0.101,1483,205.00,Defense Only TCPA,16.50
v2.0.101,1484,205.00,Defense Outside Limits,20.50
v2.0.101,1485,205.00,Evacuation Expenses,6.80
v2.0.101,1486,205.00,Faulty Workmanship,47.70
